index,SXXJ number,Container,Date,Time_UTC,Latitude,Longitude,Accuracy,Active,Reverse,Sleep,Door,Mount,Motion,GForce,Tilt,Temperature,Humidity,Light,Origin,Destination
#,[No],[No],[yyyy-MM-dd],[hh:mm:ss],[deg decimal],[deg decimal],[m],[1=yes|0=no],[1=yes|0=no],[1=yes|0=no],[1=open|0=closed],[1=not mounted|0=mounted],[1=motion|0=no motion],[g],[deg],[Celsius],[%],[Lux],[],[]
3149,B,NONE,2016-02-09,02:13:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.600,NA,NA,,
3150,B,NONE,2016-02-09,02:31:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.800,NA,NA,,
3151,B,NONE,2016-02-09,02:31:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.700,NA,NA,,
3152,B,NONE,2016-02-09,02:35:47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.300,NA,NA,,
3153,B,NONE,2016-02-09,03:33:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.000,NA,NA,,
3154,B,NONE,2016-02-09,03:35:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.900,NA,NA,,
3155,B,NONE,2016-02-09,04:31:15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.700,NA,NA,,
3156,B,NONE,2016-02-09,04:32:19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.700,NA,NA,,
3157,B,NONE,2016-02-09,04:35:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.900,NA,NA,,
3158,B,NONE,2016-02-09,05:33:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.500,NA,NA,,
3159,B,NONE,2016-02-09,05:35:47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.600,NA,NA,,
3160,B,NONE,2016-02-09,06:31:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.700,NA,NA,,
3161,B,NONE,2016-02-09,06:31:47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.700,NA,NA,,
3162,B,NONE,2016-02-09,06:35:47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.900,NA,NA,,
3163,B,NONE,2016-02-09,07:34:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.800,NA,NA,,
3164,B,NONE,2016-02-09,07:35:47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.800,NA,NA,,
3165,B,NONE,2016-02-09,08:31:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.500,NA,NA,,
3166,B,NONE,2016-02-09,08:31:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.500,NA,NA,,
3167,B,NONE,2016-02-09,08:35:47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.600,NA,NA,,
3168,B,NONE,2016-02-09,09:33:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.000,NA,NA,,
3169,B,NONE,2016-02-09,09:35:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.000,NA,NA,,
3170,B,NONE,2016-02-09,10:31:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.400,NA,NA,,
3171,B,NONE,2016-02-09,10:31:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.400,NA,NA,,
3172,B,NONE,2016-02-09,10:35:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.400,NA,NA,,
3173,B,NONE,2016-02-09,11:33:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.800,NA,NA,,
3174,B,NONE,2016-02-09,11:35:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.800,NA,NA,,
3175,B,NONE,2016-02-09,12:31:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.700,NA,NA,,
3176,B,NONE,2016-02-09,12:31:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.700,NA,NA,,
3177,B,NONE,2016-02-09,12:35:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.600,NA,NA,,
3178,B,NONE,2016-02-09,13:33:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.500,NA,NA,,
3179,B,NONE,2016-02-09,13:35:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.500,NA,NA,,
3180,B,NONE,2016-02-09,14:31:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.400,NA,NA,,
3181,B,NONE,2016-02-09,14:31:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.400,NA,NA,,
3182,B,NONE,2016-02-09,14:35:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.200,NA,NA,,
3183,B,NONE,2016-02-09,15:33:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.000,NA,NA,,
3184,B,NONE,2016-02-09,15:35:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.000,NA,NA,,
3185,B,NONE,2016-02-09,16:31:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.000,NA,NA,,
3186,B,NONE,2016-02-09,16:31:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.000,NA,NA,,
3187,B,NONE,2016-02-09,16:35:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.900,NA,NA,,
3188,B,NONE,2016-02-09,17:34:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.700,NA,NA,,
3189,B,NONE,2016-02-09,17:35:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.700,NA,NA,,
3190,B,NONE,2016-02-09,18:31:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.100,NA,NA,,
3191,B,NONE,2016-02-09,18:31:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.100,NA,NA,,
3192,B,NONE,2016-02-09,18:35:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.000,NA,NA,,
3193,B,NONE,2016-02-09,19:34:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.300,NA,NA,,
3194,B,NONE,2016-02-09,19:35:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.300,NA,NA,,
3195,B,NONE,2016-02-09,20:31:19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.400,NA,NA,,
3196,B,NONE,2016-02-09,20:31:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.500,NA,NA,,
3197,B,NONE,2016-02-09,20:35:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.300,NA,NA,,
3198,B,NONE,2016-02-09,21:34:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.500,NA,NA,,
3199,B,NONE,2016-02-09,21:35:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.500,NA,NA,,
3200,B,NONE,2016-02-09,22:31:19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.200,NA,NA,,
3201,B,NONE,2016-02-09,22:31:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.100,NA,NA,,
3202,B,NONE,2016-02-09,22:35:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.000,NA,NA,,
3203,B,NONE,2016-02-09,23:34:26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.100,NA,NA,,
3204,B,NONE,2016-02-09,23:35:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.100,NA,NA,,
3205,B,NONE,2016-02-10,00:31:19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.100,NA,NA,,
3206,B,NONE,2016-02-10,00:31:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.000,NA,NA,,
3207,B,NONE,2016-02-10,00:35:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.900,NA,NA,,
3208,B,NONE,2016-02-10,01:33:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.700,NA,NA,,
3209,B,NONE,2016-02-10,01:35:51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.600,NA,NA,,
3210,B,NONE,2016-02-10,02:31:19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.600,NA,NA,,
3211,B,NONE,2016-02-10,02:31:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.700,NA,NA,,
3212,B,NONE,2016-02-10,02:35:51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.200,NA,NA,,
3213,B,NONE,2016-02-10,03:34:02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.800,NA,NA,,
3214,B,NONE,2016-02-10,03:35:51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.900,NA,NA,,
3215,B,NONE,2016-02-10,04:31:19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.600,NA,NA,,
3216,B,NONE,2016-02-10,04:31:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.600,NA,NA,,
3217,B,NONE,2016-02-10,04:35:51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.900,NA,NA,,
3218,B,NONE,2016-02-10,05:34:08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.500,NA,NA,,
3219,B,NONE,2016-02-10,05:35:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.600,NA,NA,,
3220,B,NONE,2016-02-10,06:31:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.800,NA,NA,,
3221,B,NONE,2016-02-10,06:31:51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.800,NA,NA,,
3222,B,NONE,2016-02-10,06:35:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.900,NA,NA,,
3223,B,NONE,2016-02-10,07:34:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.500,NA,NA,,
3224,B,NONE,2016-02-10,07:35:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.500,NA,NA,,
3225,B,NONE,2016-02-10,08:31:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.900,NA,NA,,
3226,B,NONE,2016-02-10,08:31:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.900,NA,NA,,
3227,B,NONE,2016-02-10,08:35:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.000,NA,NA,,
3228,B,NONE,2016-02-10,09:34:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.600,NA,NA,,
3229,B,NONE,2016-02-10,09:35:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.600,NA,NA,,
3230,B,NONE,2016-02-10,10:31:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.600,NA,NA,,
3231,B,NONE,2016-02-10,10:31:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.600,NA,NA,,
3232,B,NONE,2016-02-10,10:35:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.700,NA,NA,,
3233,B,NONE,2016-02-10,11:34:02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.800,NA,NA,,
3234,B,NONE,2016-02-10,11:35:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.800,NA,NA,,
3235,B,NONE,2016-02-10,12:31:21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.300,NA,NA,,
3236,B,NONE,2016-02-10,12:31:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.300,NA,NA,,
3237,B,NONE,2016-02-10,12:35:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.400,NA,NA,,
3238,B,NONE,2016-02-10,13:34:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.900,NA,NA,,
3239,B,NONE,2016-02-10,13:35:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.900,NA,NA,,
3240,B,NONE,2016-02-10,14:31:21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.600,NA,NA,,
3241,B,NONE,2016-02-10,14:31:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.600,NA,NA,,
3242,B,NONE,2016-02-10,14:35:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.700,NA,NA,,
3243,B,NONE,2016-02-10,15:34:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.300,NA,NA,,
3244,B,NONE,2016-02-10,15:35:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.300,NA,NA,,
3245,B,NONE,2016-02-10,16:31:22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.100,NA,NA,,
3246,B,NONE,2016-02-10,16:31:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.100,NA,NA,,
3247,B,NONE,2016-02-10,16:35:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.200,NA,NA,,
3248,B,NONE,2016-02-10,17:34:02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.200,NA,NA,,
3249,B,NONE,2016-02-10,17:35:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.300,NA,NA,,
3250,B,NONE,2016-02-10,18:31:22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.500,NA,NA,,
3251,B,NONE,2016-02-10,18:31:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.500,NA,NA,,
3252,B,NONE,2016-02-10,18:35:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.600,NA,NA,,
3253,B,NONE,2016-02-10,19:34:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.200,NA,NA,,
3254,B,NONE,2016-02-10,19:35:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.200,NA,NA,,
3255,B,NONE,2016-02-10,20:31:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.100,NA,NA,,
3256,B,NONE,2016-02-10,20:31:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.100,NA,NA,,
3257,B,NONE,2016-02-10,20:35:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.300,NA,NA,,
3258,B,NONE,2016-02-10,21:34:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.400,NA,NA,,
3259,B,NONE,2016-02-10,21:35:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.400,NA,NA,,
3260,B,NONE,2016-02-10,22:31:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.800,NA,NA,,
3261,B,NONE,2016-02-10,22:31:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.800,NA,NA,,
3262,B,NONE,2016-02-10,22:35:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.000,NA,NA,,
3263,B,NONE,2016-02-10,23:34:02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.400,NA,NA,,
3264,B,NONE,2016-02-10,23:35:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.400,NA,NA,,
3265,B,NONE,2016-02-11,00:31:24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.200,NA,NA,,
3266,B,NONE,2016-02-11,00:31:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.300,NA,NA,,
3267,B,NONE,2016-02-11,00:35:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.400,NA,NA,,
3268,B,NONE,2016-02-11,01:34:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.400,NA,NA,,
3269,B,NONE,2016-02-11,01:35:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.500,NA,NA,,
3270,B,NONE,2016-02-11,02:31:24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.400,NA,NA,,
3271,B,NONE,2016-02-11,02:31:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.500,NA,NA,,
3272,B,NONE,2016-02-11,02:35:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.800,NA,NA,,
3273,B,NONE,2016-02-11,03:34:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.900,NA,NA,,
3274,B,NONE,2016-02-11,03:35:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.000,NA,NA,,
3275,B,NONE,2016-02-11,04:31:24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.400,NA,NA,,
3276,B,NONE,2016-02-11,04:32:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.400,NA,NA,,
3277,B,NONE,2016-02-11,04:35:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.700,NA,NA,,
3278,B,NONE,2016-02-11,05:34:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.400,NA,NA,,
3279,B,NONE,2016-02-11,05:35:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.400,NA,NA,,
3280,B,NONE,2016-02-11,06:31:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.800,NA,NA,,
3281,B,NONE,2016-02-11,06:31:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.800,NA,NA,,
3282,B,NONE,2016-02-11,06:35:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.900,NA,NA,,
3283,B,NONE,2016-02-11,07:34:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.000,NA,NA,,
3284,B,NONE,2016-02-11,07:35:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.000,NA,NA,,
3285,B,NONE,2016-02-11,08:31:24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.800,NA,NA,,
3286,B,NONE,2016-02-11,08:31:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.800,NA,NA,,
3287,B,NONE,2016-02-11,08:35:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.900,NA,NA,,
3288,B,NONE,2016-02-11,09:34:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.900,NA,NA,,
3289,B,NONE,2016-02-11,09:35:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.800,NA,NA,,
3290,B,NONE,2016-02-11,10:31:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.100,NA,NA,,
3291,B,NONE,2016-02-11,10:31:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.100,NA,NA,,
3292,B,NONE,2016-02-11,10:35:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.200,NA,NA,,
3293,B,NONE,2016-02-11,11:34:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.500,NA,NA,,
3294,B,NONE,2016-02-11,11:35:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.400,NA,NA,,
3295,B,NONE,2016-02-11,12:31:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.900,NA,NA,,
3296,B,NONE,2016-02-11,12:31:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.900,NA,NA,,
3297,B,NONE,2016-02-11,12:35:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.000,NA,NA,,
3298,B,NONE,2016-02-11,13:34:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.500,NA,NA,,
3299,B,NONE,2016-02-11,13:35:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.500,NA,NA,,
3300,B,NONE,2016-02-11,14:31:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.200,NA,NA,,
3301,B,NONE,2016-02-11,14:32:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.200,NA,NA,,
3302,B,NONE,2016-02-11,14:35:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.300,NA,NA,,
3303,B,NONE,2016-02-11,15:34:08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.800,NA,NA,,
3304,B,NONE,2016-02-11,15:35:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.800,NA,NA,,
3305,B,NONE,2016-02-11,16:31:26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.600,NA,NA,,
3306,B,NONE,2016-02-11,16:32:02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.600,NA,NA,,
3307,B,NONE,2016-02-11,16:35:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.800,NA,NA,,
3308,B,NONE,2016-02-11,17:34:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.500,NA,NA,,
3309,B,NONE,2016-02-11,17:35:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.500,NA,NA,,
3310,B,NONE,2016-02-11,18:31:26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.400,NA,NA,,
3311,B,NONE,2016-02-11,18:31:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.400,NA,NA,,
3312,B,NONE,2016-02-11,18:35:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.500,NA,NA,,
3313,B,NONE,2016-02-11,19:34:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.100,NA,NA,,
3314,B,NONE,2016-02-11,19:35:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.100,NA,NA,,
3315,B,NONE,2016-02-11,20:31:26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.100,NA,NA,,
3316,B,NONE,2016-02-11,20:32:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.200,NA,NA,,
3317,B,NONE,2016-02-11,20:35:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.300,NA,NA,,
3318,B,NONE,2016-02-11,21:34:08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.500,NA,NA,,
3319,B,NONE,2016-02-11,21:35:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.500,NA,NA,,
3320,B,NONE,2016-02-11,22:31:27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.500,NA,NA,,
3321,B,NONE,2016-02-11,22:32:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.500,NA,NA,,
3322,B,NONE,2016-02-11,22:35:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.700,NA,NA,,
3323,B,NONE,2016-02-11,23:34:26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.300,NA,NA,,
3324,B,NONE,2016-02-11,23:35:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.300,NA,NA,,
3325,B,NONE,2016-02-12,00:31:26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.100,NA,NA,,
3326,B,NONE,2016-02-12,00:32:03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.100,NA,NA,,
3327,B,NONE,2016-02-12,00:35:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.200,NA,NA,,
3328,B,NONE,2016-02-12,01:34:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.100,NA,NA,,
3329,B,NONE,2016-02-12,01:35:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.100,NA,NA,,
3330,B,NONE,2016-02-12,02:31:27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.400,NA,NA,,
3331,B,NONE,2016-02-12,02:32:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.400,NA,NA,,
3332,B,NONE,2016-02-12,02:35:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.600,NA,NA,,
3333,B,NONE,2016-02-12,03:34:08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.900,NA,NA,,
3334,B,NONE,2016-02-12,03:35:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.900,NA,NA,,
3335,B,NONE,2016-02-12,04:31:27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.300,NA,NA,,
3336,B,NONE,2016-02-12,04:32:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.300,NA,NA,,
3337,B,NONE,2016-02-12,04:35:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.400,NA,NA,,
3338,B,NONE,2016-02-12,05:34:08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.300,NA,NA,,
3339,B,NONE,2016-02-12,05:36:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.400,NA,NA,,
3340,B,NONE,2016-02-12,06:31:28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.400,NA,NA,,
3341,B,NONE,2016-02-12,06:32:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.400,NA,NA,,
3342,B,NONE,2016-02-12,06:36:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.600,NA,NA,,
3343,B,NONE,2016-02-12,07:34:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.300,NA,NA,,
3344,B,NONE,2016-02-12,07:35:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.300,NA,NA,,
3345,B,NONE,2016-02-12,08:31:27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.900,NA,NA,,
3346,B,NONE,2016-02-12,08:32:03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.900,NA,NA,,
3347,B,NONE,2016-02-12,08:35:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.000,NA,NA,,
3348,B,NONE,2016-02-12,09:34:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.500,NA,NA,,
3349,B,NONE,2016-02-12,09:36:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.500,NA,NA,,
3350,B,NONE,2016-02-12,10:31:28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.200,NA,NA,,
3351,B,NONE,2016-02-12,10:31:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.200,NA,NA,,
3352,B,NONE,2016-02-12,10:36:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.300,NA,NA,,
