index,SXXJ number,Container,Date,Time_UTC,Latitude,Longitude,Accuracy,Active,Reverse,Sleep,Door,Mount,Motion,GForce,Tilt,Temperature,Humidity,Light,Origin,Destination
#,[No],[No],[yyyy-MM-dd],[hh:mm:ss],[deg decimal],[deg decimal],[m],[1=yes|0=no],[1=yes|0=no],[1=yes|0=no],[1=open|0=closed],[1=not mounted|0=mounted],[1=motion|0=no motion],[g],[deg],[Celsius],[%],[Lux],[],[]
0,A,NONE,2016-08-08,14:39:36,NA,NA,NA,0,0,1,1,1,0,NA,NA,NA,NA,NA,,
1,A,NONE,2016-08-08,14:39:45,NA,NA,NA,0,0,1,1,1,0,NA,NA,NA,NA,NA,,
2,A,NONE,2016-08-08,14:40:34,25.794100,-80.369301,cellid,0,0,1,1,1,0,NA,NA,NA,NA,NA,,
3,A,NONE,2016-08-08,15:57:46,NA,NA,NA,1,0,0,0,0,0,0.000,NA,29.800,75.700,NA,,
4,A,NONE,2016-08-08,15:58:50,25.799700,-80.367302,cellid,1,0,0,0,0,0,0.000,NA,29.900,73.000,NA,,
5,A,NONE,2016-08-08,16:00:07,25.806801,-80.367798,30,1,0,0,0,0,0,0.000,NA,29.900,72.800,NA,,
6,A,NONE,2016-08-08,16:00:54,25.806801,-80.367798,30,1,0,0,0,0,0,0.000,NA,30.100,72.900,NA,,
7,A,NONE,2016-08-08,20:11:33,NA,NA,NA,1,0,0,0,0,1,1.500,NA,27.100,75.000,NA,,
8,A,NONE,2016-08-08,21:59:07,26.074301,-80.121101,20,1,0,0,0,0,0,0.000,NA,26.100,75.200,NA,,
9,A,NONE,2016-08-09,03:59:08,26.074200,-80.121201,20,1,0,0,0,0,0,0.000,NA,25.600,71.200,NA,,
10,A,NONE,2016-08-09,04:00:09,26.074200,-80.121201,20,1,0,0,0,0,0,0.000,NA,25.600,71.400,NA,,
11,A,NONE,2016-08-09,04:01:54,26.074200,-80.121201,20,1,0,0,0,0,0,0.000,NA,25.900,69.800,NA,,
12,A,NONE,2016-08-09,09:59:37,26.074200,-80.120903,30,1,0,0,0,0,0,0.000,NA,27.600,67.600,NA,,
13,A,NONE,2016-08-09,15:59:07,26.074200,-80.121399,10,1,0,0,0,0,0,0.000,NA,37.000,51.000,NA,,
14,A,NONE,2016-08-09,16:00:10,26.074200,-80.121399,10,1,0,0,0,0,0,0.000,NA,37.000,51.000,NA,,
15,A,NONE,2016-08-09,16:00:50,26.074200,-80.121399,10,1,0,0,0,0,0,0.000,NA,37.000,51.200,NA,,
16,A,NONE,2016-08-09,21:59:25,26.074301,-80.120903,10,1,0,0,0,0,0,0.000,NA,31.500,66.400,NA,,
17,A,NONE,2016-08-10,03:59:26,26.074100,-80.121002,10,1,0,0,0,0,0,0.000,NA,27.200,71.500,NA,,
18,A,NONE,2016-08-10,04:00:11,26.074100,-80.121002,10,1,0,0,0,0,0,0.000,NA,27.200,71.700,NA,,
19,A,NONE,2016-08-10,04:02:21,26.074100,-80.121002,10,1,0,0,0,0,0,0.000,NA,27.300,71.000,NA,,
20,A,NONE,2016-08-10,04:02:45,26.074100,-80.121002,10,1,0,0,0,0,0,0.000,NA,27.300,70.800,NA,,
21,A,NONE,2016-08-10,09:59:25,26.074200,-80.121101,10,1,0,0,0,0,0,0.000,NA,25.600,71.400,NA,,
22,A,NONE,2016-08-10,14:47:56,NA,NA,NA,1,0,0,0,0,1,4.400,NA,35.200,53.500,NA,,
23,A,NONE,2016-08-10,15:07:40,NA,NA,NA,1,0,0,0,0,1,5.100,NA,36.000,52.400,NA,,
24,A,NONE,2016-08-10,15:18:15,NA,NA,NA,1,0,0,0,0,1,0.000,NA,36.100,52.300,NA,,
25,A,NONE,2016-08-10,15:59:25,26.073099,-80.116898,20,1,0,0,0,0,0,0.000,NA,37.200,51.900,NA,,
26,A,NONE,2016-08-10,16:00:12,26.073099,-80.116898,20,1,0,0,0,0,0,0.000,NA,37.300,51.800,NA,,
27,A,NONE,2016-08-10,16:01:51,26.073099,-80.116898,20,1,0,0,0,0,0,0.000,NA,37.500,51.600,NA,,
28,A,NONE,2016-08-10,21:59:25,26.072800,-80.117599,10,1,0,0,0,0,0,0.000,NA,47.300,39.100,NA,,
29,A,NONE,2016-08-11,03:59:26,25.498100,-79.911102,10,1,0,0,0,0,0,0.000,NA,29.500,71.400,NA,,
30,A,NONE,2016-08-11,04:00:15,25.498100,-79.911102,10,1,0,0,0,0,0,0.000,NA,29.500,71.500,NA,,
31,A,NONE,2016-08-11,04:04:11,25.498100,-79.911102,10,1,0,0,0,0,0,0.000,NA,30.100,69.400,NA,,
32,A,NONE,2016-08-11,04:04:26,25.498100,-79.911102,10,1,0,0,0,0,0,0.000,NA,30.100,69.200,NA,,
33,A,NONE,2016-08-11,09:59:25,24.314301,-79.595901,20,1,0,0,0,0,0,0.000,NA,28.400,71.000,NA,,
34,A,NONE,2016-08-11,15:59:25,23.060699,-78.932701,10,1,0,0,0,0,0,0.000,NA,33.500,60.400,NA,,
35,A,NONE,2016-08-11,16:00:17,23.060699,-78.932701,10,1,0,0,0,0,0,0.000,NA,33.500,60.400,NA,,
36,A,NONE,2016-08-11,22:00:08,22.310400,-77.695900,50,1,0,0,0,0,0,0.000,NA,37.000,51.100,NA,,
37,A,NONE,2016-08-12,03:59:33,21.530800,-76.455002,20,1,0,0,0,0,0,0.000,NA,28.900,69.700,NA,,
38,A,NONE,2016-08-12,04:00:17,21.530800,-76.455002,20,1,0,0,0,0,0,0.000,NA,28.900,69.800,NA,,
39,A,NONE,2016-08-12,09:59:31,20.923700,-75.100601,10,1,0,0,0,0,0,0.000,NA,28.200,69.100,NA,,
40,A,NONE,2016-08-12,15:59:31,20.162100,-74.019402,10,1,0,0,0,0,0,0.000,NA,32.500,63.400,NA,,
41,A,NONE,2016-08-12,16:00:19,20.162100,-74.019402,10,1,0,0,0,0,0,0.000,NA,32.500,63.500,NA,,
42,A,NONE,2016-08-12,16:04:28,20.162100,-74.019402,10,1,0,0,0,0,1,0.000,NA,32.900,62.400,NA,,
43,A,NONE,2016-08-12,21:10:59,NA,NA,NA,1,0,0,0,0,1,0.000,NA,34.000,62.500,NA,,
44,A,NONE,2016-08-12,21:59:32,18.895901,-74.606400,10,1,0,0,0,0,0,0.000,NA,30.200,70.200,NA,,
45,A,NONE,2016-08-13,03:59:31,17.559999,-74.991898,20,1,0,0,0,0,0,0.000,NA,29.000,69.400,NA,,
46,A,NONE,2016-08-13,04:00:21,17.559999,-74.991898,20,1,0,0,0,0,0,0.000,NA,29.000,69.400,NA,,
47,A,NONE,2016-08-13,09:59:36,16.208799,-75.128899,20,1,0,0,0,0,0,0.000,NA,28.300,69.900,NA,,
48,A,NONE,2016-08-13,15:59:32,14.834500,-75.260101,10,1,0,0,0,0,0,0.000,NA,32.300,64.400,NA,,
49,A,NONE,2016-08-13,16:00:22,14.834500,-75.260101,10,1,0,0,0,0,0,0.000,NA,32.300,64.500,NA,,
50,A,NONE,2016-08-13,21:59:37,13.397300,-75.401199,20,1,0,0,0,0,0,0.000,NA,31.000,68.200,NA,,
51,A,NONE,2016-08-14,03:59:37,11.939400,-75.543503,10,1,0,0,0,0,0,0.000,NA,28.700,71.500,NA,,
52,A,NONE,2016-08-14,04:00:23,11.939400,-75.543503,10,1,0,0,0,0,0,0.000,NA,28.700,71.700,NA,,
53,A,NONE,2016-08-14,10:00:07,10.523400,-75.650803,30,1,0,0,0,0,0,0.000,NA,28.500,70.100,NA,,
54,A,NONE,2016-08-14,15:59:37,10.375800,-75.509903,20,1,0,0,0,0,0,0.000,NA,33.300,62.200,NA,,
55,A,NONE,2016-08-14,16:00:25,10.375800,-75.509903,20,1,0,0,0,0,0,0.000,NA,33.400,62.200,NA,,
56,A,NONE,2016-08-14,16:02:51,10.375800,-75.509903,20,1,0,0,0,0,0,0.000,NA,33.700,61.100,NA,,
57,A,NONE,2016-08-14,16:03:38,10.375800,-75.509903,20,1,0,0,0,0,0,0.000,NA,33.900,60.200,NA,,
58,A,NONE,2016-08-14,21:59:37,10.375700,-75.510300,20,1,0,0,0,0,0,0.000,NA,34.800,62.400,NA,,
59,A,NONE,2016-08-15,03:59:37,10.375800,-75.510002,30,1,0,0,0,0,0,0.000,NA,29.300,72.200,NA,,
60,A,NONE,2016-08-15,04:00:26,10.375800,-75.510002,30,1,0,0,0,0,0,0.000,NA,29.300,72.400,NA,,
61,A,NONE,2016-08-15,04:03:16,10.375800,-75.510002,30,1,0,0,0,0,0,0.000,NA,29.700,70.700,NA,,
62,A,NONE,2016-08-15,10:00:08,10.187600,-76.604401,20,1,0,0,0,0,0,0.000,NA,28.700,70.600,NA,,
63,A,NONE,2016-08-15,15:59:38,10.016900,-77.721001,50,1,0,0,0,0,0,0.000,NA,42.400,44.100,NA,,
64,A,NONE,2016-08-15,16:00:27,10.016900,-77.721001,50,1,0,0,0,0,0,0.000,NA,42.400,43.900,NA,,
65,A,NONE,2016-08-15,21:59:37,9.849130,-78.872200,20,1,0,0,0,0,0,0.000,NA,33.300,64.700,NA,,
66,A,NONE,2016-08-16,03:59:38,9.584760,-79.862900,30,1,0,0,0,0,0,0.000,NA,28.400,72.800,NA,,
67,A,NONE,2016-08-16,04:00:29,9.584760,-79.862900,30,1,0,0,0,0,0,0.000,NA,28.400,72.900,NA,,
68,A,NONE,2016-08-16,04:01:37,9.584760,-79.862900,30,1,0,0,0,0,0,0.000,NA,28.400,72.200,NA,,
69,A,NONE,2016-08-16,04:01:54,9.584760,-79.862900,30,1,0,0,0,0,0,0.000,NA,28.500,70.600,NA,,
70,A,NONE,2016-08-16,09:59:37,9.443820,-79.913498,10,1,0,0,0,0,0,0.000,NA,25.700,74.000,NA,,
71,A,NONE,2016-08-16,15:59:37,9.114530,-79.703598,30,1,0,0,0,0,0,0.000,NA,33.700,55.000,NA,,
72,A,NONE,2016-08-16,16:00:29,9.114530,-79.703598,30,1,0,0,0,0,0,0.000,NA,33.700,54.800,NA,,
73,A,NONE,2016-08-16,16:02:06,9.114530,-79.703598,30,1,0,0,0,0,0,0.000,NA,34.000,54.400,NA,,
74,A,NONE,2016-08-16,22:00:07,8.861680,-79.465698,30,1,0,0,0,0,0,0.000,NA,31.200,65.400,NA,,
75,A,NONE,2016-08-17,03:59:38,7.794610,-79.467102,50,1,0,0,0,0,0,0.000,NA,28.100,70.000,NA,,
76,A,NONE,2016-08-17,04:00:32,7.794610,-79.467102,50,1,0,0,0,0,0,0.000,NA,28.100,70.200,NA,,
77,A,NONE,2016-08-17,09:59:39,5.853540,-79.807701,50,1,0,0,0,0,0,0.000,NA,26.200,75.200,NA,,
78,A,NONE,2016-08-17,16:00:23,3.968530,-80.211304,30,1,0,0,0,0,0,0.000,NA,32.000,57.600,NA,,
79,A,NONE,2016-08-17,16:00:33,3.968530,-80.211304,30,1,0,0,0,0,0,0.000,NA,32.000,57.600,NA,,
80,A,NONE,2016-08-17,22:00:25,2.188350,-80.590698,50,1,0,0,0,0,0,0.000,NA,27.600,69.000,NA,,
81,A,NONE,2016-08-18,04:00:32,NA,NA,NA,1,0,0,0,0,0,0.000,NA,25.100,72.400,NA,,
82,A,NONE,2016-08-18,04:03:25,0.568590,-80.942398,30,1,0,0,0,0,0,0.000,NA,25.400,71.300,NA,,
83,A,NONE,2016-08-18,10:01:55,-0.989310,-81.275803,10,1,0,0,0,0,0,0.000,NA,23.000,74.300,NA,,
84,A,NONE,2016-08-18,16:00:35,NA,NA,NA,1,0,0,0,0,0,0.000,NA,28.300,59.500,NA,,
85,A,NONE,2016-08-18,16:01:19,-2.444930,-80.962997,20,1,0,0,0,0,0,0.000,NA,28.400,59.400,NA,,
86,A,NONE,2016-08-18,16:03:35,-2.444930,-80.962997,20,1,0,0,0,0,0,0.000,NA,28.900,58.300,NA,,
87,A,NONE,2016-08-18,16:04:21,-2.444930,-80.962997,20,1,0,0,0,0,0,0.000,NA,29.100,58.100,NA,,
88,A,NONE,2016-08-18,22:00:07,-2.394540,-80.022697,20,1,0,0,0,0,0,0.000,NA,38.800,47.000,NA,,
89,A,NONE,2016-08-19,04:00:36,NA,NA,NA,1,0,0,0,0,0,0.000,NA,24.300,76.500,NA,,
90,A,NONE,2016-08-19,04:00:38,-2.284030,-79.901100,20,1,0,0,0,0,0,0.000,NA,24.300,76.500,NA,,
91,A,NONE,2016-08-19,04:02:47,-2.284030,-79.901100,20,1,0,0,0,0,0,0.000,NA,24.600,75.100,NA,,
92,A,NONE,2016-08-19,04:05:01,-2.284030,-79.901100,20,1,0,0,0,0,1,0.000,NA,24.900,74.500,NA,,
93,A,NONE,2016-08-19,09:59:38,-2.283840,-79.900803,20,1,0,0,0,0,0,0.000,NA,22.600,75.500,NA,,
94,A,NONE,2016-08-19,15:59:38,-2.284320,-79.900497,50,1,0,0,0,0,0,0.000,NA,31.500,57.400,NA,,
95,A,NONE,2016-08-19,16:00:37,-2.284320,-79.900497,50,1,0,0,0,0,0,0.000,NA,31.500,57.300,NA,,
96,A,NONE,2016-08-19,16:02:36,-2.284320,-79.900497,50,1,0,0,0,0,0,0.000,NA,31.900,56.700,NA,,
97,A,NONE,2016-08-19,16:03:00,-2.284320,-79.900497,50,1,0,0,0,0,0,0.000,NA,32.000,56.400,NA,,
98,A,NONE,2016-08-19,22:00:07,-2.561360,-80.107399,50,1,0,0,0,0,0,0.000,NA,29.500,65.800,NA,,
99,A,NONE,2016-08-20,04:00:38,NA,NA,NA,1,0,0,0,0,0,0.000,NA,22.200,76.200,NA,,
100,A,NONE,2016-08-20,04:00:55,-3.529570,-81.000702,20,1,0,0,0,0,0,0.000,NA,22.200,76.200,NA,,
101,A,NONE,2016-08-20,10:00:09,-4.956860,-81.565102,20,1,0,0,0,0,0,0.000,NA,17.900,78.700,NA,,
102,A,NONE,2016-08-20,16:00:37,-6.509200,-81.266098,30,1,0,0,0,0,0,0.000,NA,24.300,60.300,NA,,
103,A,NONE,2016-08-20,16:00:40,-6.509200,-81.266098,30,1,0,0,0,0,0,0.000,NA,24.300,60.300,NA,,
104,A,NONE,2016-08-20,22:00:07,-7.845130,-80.439598,20,1,0,0,0,0,0,0.000,NA,22.000,65.600,NA,,
105,A,NONE,2016-08-21,04:00:41,NA,NA,NA,1,0,0,0,0,0,0.000,NA,19.100,71.700,NA,,
106,A,NONE,2016-08-21,04:01:22,-9.147520,-79.575699,20,1,0,0,0,0,0,0.000,NA,19.200,71.700,NA,,
107,A,NONE,2016-08-21,10:00:37,-10.429200,-78.720802,20,1,0,0,0,0,0,0.000,NA,18.200,72.500,NA,,
108,A,NONE,2016-08-21,16:00:42,NA,NA,NA,1,0,0,0,0,0,0.000,NA,22.500,60.600,NA,,
109,A,NONE,2016-08-21,16:01:27,-11.535600,-77.948502,20,1,0,0,0,0,0,0.000,NA,22.500,60.500,NA,,
110,A,NONE,2016-08-21,22:00:35,-12.044000,-77.197502,30,1,0,0,0,0,0,0.000,NA,26.800,50.700,NA,,
111,A,NONE,2016-08-22,01:30:00,NA,NA,NA,1,0,0,0,0,1,1.300,NA,17.300,73.300,NA,,
112,A,NONE,2016-08-22,04:00:08,-12.054100,-77.150398,10,1,0,0,0,0,0,0.000,NA,17.600,71.400,NA,,
113,A,NONE,2016-08-22,04:00:44,-12.054100,-77.150398,10,1,0,0,0,0,0,0.000,NA,17.600,71.500,NA,,
114,A,NONE,2016-08-22,04:02:41,-12.054100,-77.150398,10,1,0,0,0,0,0,0.000,NA,17.600,71.000,NA,,
115,A,NONE,2016-08-22,10:00:07,-12.054100,-77.150703,10,1,0,0,0,0,0,0.000,NA,17.200,71.200,NA,,
116,A,NONE,2016-08-22,16:00:07,-12.054200,-77.150497,10,1,0,0,0,0,0,0.000,NA,24.100,54.900,NA,,
117,A,NONE,2016-08-22,16:00:46,-12.054200,-77.150497,10,1,0,0,0,0,0,0.000,NA,24.200,54.700,NA,,
118,A,NONE,2016-08-22,16:04:46,-12.054200,-77.150497,10,1,0,0,0,0,0,0.000,NA,24.700,53.900,NA,,
119,A,NONE,2016-08-22,16:05:16,-12.054200,-77.150497,10,1,0,0,0,0,0,0.000,NA,24.800,53.800,NA,,
120,A,NONE,2016-08-22,22:00:08,-12.053300,-77.151100,10,1,0,0,0,0,0,0.000,NA,20.500,68.300,NA,,
121,A,NONE,2016-08-23,04:00:07,-12.053900,-77.150703,10,1,0,0,0,0,0,0.000,NA,17.500,72.300,NA,,
122,A,NONE,2016-08-23,04:00:48,-12.053900,-77.150703,10,1,0,0,0,0,0,0.000,NA,17.500,72.400,NA,,
123,A,NONE,2016-08-23,04:02:52,-12.053900,-77.150703,10,1,0,0,0,0,0,0.000,NA,17.600,71.800,NA,,
124,A,NONE,2016-08-23,10:00:07,-12.054000,-77.150597,50,1,0,0,0,0,0,0.000,NA,16.500,72.600,NA,,
125,A,NONE,2016-08-23,16:00:07,-12.054400,-77.150703,30,1,0,0,0,0,0,0.000,NA,19.800,64.300,NA,,
126,A,NONE,2016-08-23,16:00:49,-12.054400,-77.150703,30,1,0,0,0,0,0,0.000,NA,19.800,64.300,NA,,
127,A,NONE,2016-08-23,16:01:40,-12.054400,-77.150703,30,1,0,0,0,0,0,0.000,NA,19.900,64.000,NA,,
128,A,NONE,2016-08-23,16:02:35,-12.054400,-77.150703,30,1,0,0,0,0,0,0.000,NA,20.000,63.700,NA,,
129,A,NONE,2016-08-23,19:21:44,NA,NA,NA,1,0,0,0,0,1,0.600,NA,22.900,59.000,NA,,
130,A,NONE,2016-08-23,20:00:54,NA,NA,NA,1,0,0,0,0,1,0.000,NA,23.600,57.200,NA,,
131,A,NONE,2016-08-23,20:33:03,NA,NA,NA,1,0,0,0,0,1,2.400,NA,23.200,58.100,NA,,
132,A,NONE,2016-08-23,22:00:37,-12.104500,-77.019096,30,1,0,0,0,0,0,0.000,NA,21.400,63.400,NA,,
133,A,NONE,2016-08-23,23:27:56,NA,NA,NA,1,0,0,1,0,0,0.000,NA,19.500,67.700,NA,,
134,A,NONE,2016-08-23,23:28:24,NA,NA,NA,1,0,0,1,1,0,1.300,NA,19.500,68.100,NA,,
135,A,NONE,2016-08-23,23:28:35,NA,NA,NA,1,0,0,0,1,0,0.000,NA,19.500,69.400,NA,,
136,A,NONE,2016-08-23,23:28:43,NA,NA,NA,1,0,0,1,1,0,0.000,NA,19.500,71.400,NA,,
137,A,NONE,2016-08-23,23:29:41,-12.106100,-77.017998,cellid,1,0,0,1,1,0,0.000,NA,19.800,71.400,NA,,
138,A,NONE,2016-08-23,23:29:43,-12.106100,-77.017998,cellid,1,0,0,1,1,1,0.000,NA,19.800,71.400,NA,,
139,A,NONE,2016-08-23,23:33:07,-12.104500,-77.020599,cellid,1,0,0,1,1,0,0.000,NA,20.300,71.200,NA,,
140,A,NONE,2016-08-24,00:03:33,NA,NA,NA,1,0,0,1,1,1,NA,NA,20.400,71.000,NA,,
141,A,NONE,2016-08-24,00:09:32,NA,NA,NA,1,0,0,1,1,1,NA,NA,20.500,71.200,NA,,
142,A,NONE,2016-08-24,05:33:07,NA,NA,NA,1,0,0,1,1,0,NA,NA,21.400,67.700,NA,,
143,A,NONE,2016-08-24,11:28:05,NA,NA,NA,1,0,0,1,1,0,NA,NA,21.000,69.100,NA,,
144,A,NONE,2016-08-24,11:33:07,NA,NA,NA,1,0,0,1,1,0,NA,NA,NA,NA,NA,,
145,A,NONE,2016-08-24,11:36:35,-12.103400,-77.019600,cellid-2,1,0,0,1,1,0,NA,NA,NA,NA,NA,,
146,A,NONE,2016-08-24,11:37:05,-12.104900,-77.019600,cellid-7,1,0,0,1,1,0,NA,NA,NA,NA,NA,,
147,A,NONE,2016-08-08,15:57:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.800,NA,NA,,
148,A,NONE,2016-08-08,15:58:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.900,NA,NA,,
149,A,NONE,2016-08-08,16:00:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.900,NA,NA,,
150,A,NONE,2016-08-08,16:00:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.100,NA,NA,,
151,A,NONE,2016-08-08,17:00:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.100,NA,NA,,
152,A,NONE,2016-08-08,18:00:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.900,NA,NA,,
153,A,NONE,2016-08-08,19:00:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.700,NA,NA,,
154,A,NONE,2016-08-08,20:00:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.400,NA,NA,,
155,A,NONE,2016-08-08,20:11:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.100,NA,NA,,
156,A,NONE,2016-08-08,21:00:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.600,NA,NA,,
157,A,NONE,2016-08-08,21:59:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.100,NA,NA,,
158,A,NONE,2016-08-08,22:00:08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.100,NA,NA,,
159,A,NONE,2016-08-08,23:00:08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.000,NA,NA,,
160,A,NONE,2016-08-09,00:00:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.900,NA,NA,,
161,A,NONE,2016-08-09,01:00:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.700,NA,NA,,
162,A,NONE,2016-08-09,02:00:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.800,NA,NA,,
163,A,NONE,2016-08-09,03:00:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.300,NA,NA,,
164,A,NONE,2016-08-09,03:59:08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.600,NA,NA,,
165,A,NONE,2016-08-09,04:00:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.600,NA,NA,,
166,A,NONE,2016-08-09,04:00:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.600,NA,NA,,
167,A,NONE,2016-08-09,04:01:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.900,NA,NA,,
168,A,NONE,2016-08-09,05:00:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.200,NA,NA,,
169,A,NONE,2016-08-09,06:00:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.600,NA,NA,,
170,A,NONE,2016-08-09,07:00:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.700,NA,NA,,
171,A,NONE,2016-08-09,08:00:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.900,NA,NA,,
172,A,NONE,2016-08-09,09:00:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.200,NA,NA,,
173,A,NONE,2016-08-09,09:59:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.600,NA,NA,,
174,A,NONE,2016-08-09,10:00:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.600,NA,NA,,
175,A,NONE,2016-08-09,11:00:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.600,NA,NA,,
176,A,NONE,2016-08-09,12:00:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.000,NA,NA,,
177,A,NONE,2016-08-09,13:00:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.700,NA,NA,,
178,A,NONE,2016-08-09,14:00:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.500,NA,NA,,
179,A,NONE,2016-08-09,15:00:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.300,NA,NA,,
180,A,NONE,2016-08-09,15:59:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.000,NA,NA,,
181,A,NONE,2016-08-09,16:00:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.000,NA,NA,,
182,A,NONE,2016-08-09,16:00:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.000,NA,NA,,
183,A,NONE,2016-08-09,16:00:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.000,NA,NA,,
184,A,NONE,2016-08-09,17:00:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.400,NA,NA,,
185,A,NONE,2016-08-09,18:00:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.000,NA,NA,,
186,A,NONE,2016-08-09,19:00:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.700,NA,NA,,
187,A,NONE,2016-08-09,20:00:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.300,NA,NA,,
188,A,NONE,2016-08-09,21:00:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.600,NA,NA,,
189,A,NONE,2016-08-09,21:59:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.500,NA,NA,,
190,A,NONE,2016-08-09,22:00:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.500,NA,NA,,
191,A,NONE,2016-08-09,23:00:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.900,NA,NA,,
192,A,NONE,2016-08-10,00:00:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.300,NA,NA,,
193,A,NONE,2016-08-10,01:00:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.800,NA,NA,,
194,A,NONE,2016-08-10,02:00:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.600,NA,NA,,
195,A,NONE,2016-08-10,03:00:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.400,NA,NA,,
196,A,NONE,2016-08-10,03:59:26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.200,NA,NA,,
197,A,NONE,2016-08-10,04:00:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.200,NA,NA,,
198,A,NONE,2016-08-10,04:00:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.200,NA,NA,,
199,A,NONE,2016-08-10,04:02:21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.300,NA,NA,,
200,A,NONE,2016-08-10,04:02:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.300,NA,NA,,
201,A,NONE,2016-08-10,05:00:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.800,NA,NA,,
202,A,NONE,2016-08-10,06:00:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.400,NA,NA,,
203,A,NONE,2016-08-10,07:00:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.300,NA,NA,,
204,A,NONE,2016-08-10,08:00:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.200,NA,NA,,
205,A,NONE,2016-08-10,09:00:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.900,NA,NA,,
206,A,NONE,2016-08-10,09:59:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.600,NA,NA,,
207,A,NONE,2016-08-10,10:00:14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.600,NA,NA,,
208,A,NONE,2016-08-10,11:00:14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.600,NA,NA,,
